#separator:tab
#html:false
#notetype column:1
#deck column:2
Basique Maths	Seconde année::Physique::Superposition de deux ondes lumineuses	Intensité enregistrée en présence de deux sources	En présence de deux sources, l'intensité enregistrée par un capteur de temps de réponse \( \tau_r \) est:  \( I(M) = \langle\Psi^2_1(M,t)\rangle_{\tau_r} + \langle\Psi^2_2(M,t)\rangle_{\tau_r} + 2\langle\Psi_1(M,t)\Psi_2(M,t)\rangle_{\tau_r} \)   \( I(M) = I_1(M) + I_2(M) + I_{12}(M) \) , où \( I_{12}(M)\) est le terme d'interférence.
Basique Maths	Seconde année::Physique::Superposition de deux ondes lumineuses	Cohérence / Incohérence	S'il existe un domaine de l'espace sur lequel \( I_{12}(M) \ne 0 \) , on dit qu'il y a interférence entre les ondes \( (1) \) et \( (2) \) et que les ondes \( (1) \) et \( (2) \) sont cohérentes. S'il existe un domaine de l'espace sur lequel \( I_{12}(M) = 0 \) , on dit qu'il n'y a pas d'interférences entre les ondes \( (1) \) et \( (2) \) et que les ondes \( (1) \) et \( (2)\) sont incohérentes.
Basique Maths	Seconde année::Physique::Superposition de deux ondes lumineuses	Condition nécéssaire pour observer des interférences en optique	Pour que deux ondes lumineuses soient cohérentes, il faut que leurs pulsations soient égales. Deux ondes lumineuses de pulsation différentes sont toujours incohérentes.
Basique Maths	Seconde année::Physique::Superposition de deux ondes lumineuses	Formule de Fresnel	Avec \( \Psi_1 \) et \( \Psi_2 \) de la forme:  \( \Psi(M,t) = \Psi(M)\cos(\omega t - k_0(SM) - \theta) \)  Alors:  \( I(M) = I_1(M) + I_2(M) + 2\sqrt{I_1(M)I_2(M)}\cos(\Delta\varphi(M))\)
Basique Maths	Seconde année::Physique::Superposition de deux ondes lumineuses	Interférences constructives / destructives	Pour deux ondes lumineuses cohérentes, les interférences sont constructives si \( \cos\Delta\varphi > 0 \) i.e. \( I > I_{moy} \) et totalement constructives si \( \cos\Delta\varphi = 1 \) . Les interférences sont destructives si \( \cos\Delta\varphi < 0 \) i.e. \( I < I_{moy} \) et totalement destructives si \( \cos\Delta\varphi = -1\).
Basique Maths	Seconde année::Physique::Superposition de deux ondes lumineuses	Ordre d'interférence	On appelle ordre d'interférence en \( M \) la quantité \( p(M) \) :  \( p(M) = \frac{\Delta \varphi(M)}{2\pi}\)
Basique Maths	Seconde année::Physique::Superposition de deux ondes lumineuses	Valeurs de \(p(M)\) et franges	Pour une frange lumineuse, \( p(M) \in \Z \)  Pour une frange sombre, \( p(M) \in \Z + \frac 1 2\)
Basique Maths	Seconde année::Physique::Superposition de deux ondes lumineuses	Facteur de contraste	À la valeur moyenne \( \frac{I_{max} + I_{min}}2 \) , le facteur de contraste est défini par: \( \mathrm C = \frac{I_{max} - I_{min}}{I_{max} + I_{min}}\)
Basique Maths	Seconde année::Physique::Superposition de deux ondes lumineuses	Contraste pour 2 ondes monochromatiques cohérentes	 \( \mathrm C = \frac{2\sqrt{I_1I_2}}{I_1 + I_2}\)
Basique Maths	Seconde année::Physique::Superposition de deux ondes lumineuses	Condition pour le contraste maximal	Le contraste est maximal pour \( I_1 = I_2\).
Basique Maths	Seconde année::Physique::Superposition de deux ondes lumineuses	Formule de Fresnel pour \(I_1 = I_2\)	Dans ce cas, la formule de Fresnel se réécrit:  \( I(M) = 2I_0(1+\cos\Delta\varphi(M))\)
Basique Maths	Seconde année::Physique::Superposition de deux ondes lumineuses	Probabilité d'absence de saut de phase / choc	Avec \( \tau_c \) le temps moyen entre deux chocs, si il y a eu un choc en \( t = 0^- \) , la probabilité d'absence de choc entre \( 0 \) et \( t \) est:  \( P(t) = e^{-\frac{t}{\tau_c}}\)
Basique Maths	Seconde année::Physique::Superposition de deux ondes lumineuses	Condition de cohérence de deux trains d'onde	Pour une source classique, deux trains d'onde sont cohérents seulement si ils proviennent du même atome.
Basique Maths	Seconde année::Physique::Superposition de deux ondes lumineuses	Termes d'interférences pour deux trains du même atome	 \( I_{12}(M) = 2 \sqrt{I_1I_2}e^{-\frac{|\delta(m)|}{l_c}}\cos(k_0\delta(M))\)
Basique Maths	Seconde année::Physique::Superposition de deux ondes lumineuses	Cas limites pour deux trains d'un même atome	- \( |\delta(M)| \ll l_c \) : on retrouve la formule de Fresnel, les ondes sont cohérentes. - \( |\delta(M)| \gg l_c \) : les ondes sont incohérentes en \( M \) . - \( |\delta(M)| \simeq l_c\) : les ondes sont partiellement cohérentes en M
